household_id,population,waste_gen_kg_per_day,recycling_rate,collection_route,route_length_km,route_time_hr,fuel_cost_per_km,labor_cost_per_hour,maintenance_cost_per_km
433,1,4.95,0.32,4,23.44,2.78,0.8,15,0.1
434,3,3.91,0.37,13,7.25,3.8,0.8,15,0.1
435,2,5.09,0.32,25,7.2,3.84,0.8,15,0.1
436,1,2.14,0.23,13,7.25,3.8,0.8,15,0.1
437,2,1.53,0.19,18,15.18,1.44,0.8,15,0.1
438,7,4.06,0.18,24,24.44,3.58,0.8,15,0.1
439,6,3.79,0.13,2,13.19,3.34,0.8,15,0.1
440,2,3.87,0.17,33,15.64,1.85,0.8,15,0.1
441,3,4.62,0.13,19,17.23,2.7,0.8,15,0.1
442,6,4.01,0.46,9,15.84,1.39,0.8,15,0.1
443,2,3.99,0.41,28,15.88,2.02,0.8,15,0.1
444,7,4.36,0.29,35,22.26,1.49,0.8,15,0.1
445,6,4.1,0.28,39,16.05,1.15,0.8,15,0.1
446,7,4.53,0.22,10,20.32,3.8,0.8,15,0.1
447,2,4.71,0.31,1,15.03,1.7,0.8,15,0.1
448,7,5.34,0.24,21,23.25,3.84,0.8,15,0.1
449,3,2.72,0.12,9,15.84,1.39,0.8,15,0.1
450,2,4.08,0.45,15,13.13,2.15,0.8,15,0.1
451,2,3.06,0.34,35,22.26,1.49,0.8,15,0.1
452,2,2.5,0.33,5,12.6,2.51,0.8,15,0.1
453,1,2.67,0.51,22,9.89,1.39,0.8,15,0.1
454,1,4.09,0.2,23,11.05,3.69,0.8,15,0.1
455,1,4.0,0.15,7,14.73,2.51,0.8,15,0.1
456,3,3.98,0.42,23,11.05,3.69,0.8,15,0.1
457,6,3.23,0.6,25,7.2,3.84,0.8,15,0.1
458,7,3.5,0.57,27,13.85,1.14,0.8,15,0.1
459,5,4.48,0.52,6,17.1,2.68,0.8,15,0.1
460,2,1.71,0.31,34,5.94,3.01,0.8,15,0.1
461,7,3.53,0.47,9,15.84,1.39,0.8,15,0.1
462,2,3.61,0.02,33,15.64,1.85,0.8,15,0.1
463,3,4.4,0.54,6,17.1,2.68,0.8,15,0.1
464,2,1.88,0.16,37,23.29,1.8,0.8,15,0.1
465,1,5.29,0.1,31,13.68,3.46,0.8,15,0.1
466,5,3.76,0.25,34,5.94,3.01,0.8,15,0.1
467,4,3.82,0.19,29,14.47,2.84,0.8,15,0.1
468,2,3.02,0.22,14,8.67,1.76,0.8,15,0.1
469,7,4.15,0.12,36,21.25,3.56,0.8,15,0.1
470,1,3.56,0.32,36,21.25,3.56,0.8,15,0.1
471,4,4.95,0.09,15,13.13,2.15,0.8,15,0.1
472,5,1.77,0.17,8,8.53,3.44,0.8,15,0.1
473,4,3.71,0.14,26,13.47,1.03,0.8,15,0.1
474,1,3.99,0.14,36,21.25,3.56,0.8,15,0.1
475,6,3.28,0.35,21,23.25,3.84,0.8,15,0.1
476,6,3.01,0.15,28,15.88,2.02,0.8,15,0.1
477,4,3.06,0.11,4,23.44,2.78,0.8,15,0.1
478,3,3.71,0.13,16,20.89,2.37,0.8,15,0.1
479,7,1.33,0.08,22,9.89,1.39,0.8,15,0.1
480,7,4.66,0.12,12,7.71,2.56,0.8,15,0.1
481,4,2.92,0.26,16,20.89,2.37,0.8,15,0.1
482,2,3.65,0.07,40,5.88,3.16,0.8,15,0.1
483,2,3.94,0.36,38,23.08,1.96,0.8,15,0.1
484,7,2.87,0.19,37,23.29,1.8,0.8,15,0.1
485,7,3.34,0.19,29,14.47,2.84,0.8,15,0.1
486,6,1.06,0.47,18,15.18,1.44,0.8,15,0.1
487,3,4.38,0.13,10,20.32,3.8,0.8,15,0.1
488,1,4.8,0.11,39,16.05,1.15,0.8,15,0.1
489,2,1.46,0.28,18,15.18,1.44,0.8,15,0.1
490,7,3.01,0.19,1,15.03,1.7,0.8,15,0.1
491,6,2.02,0.25,39,16.05,1.15,0.8,15,0.1
492,5,3.29,0.31,21,23.25,3.84,0.8,15,0.1
493,6,4.28,0.12,1,15.03,1.7,0.8,15,0.1
494,2,4.68,0.06,15,13.13,2.15,0.8,15,0.1
495,2,4.85,0.34,4,23.44,2.78,0.8,15,0.1
496,6,5.07,0.04,20,19.29,3.81,0.8,15,0.1
497,1,3.23,0.25,10,20.32,3.8,0.8,15,0.1
498,4,2.12,0.27,23,11.05,3.69,0.8,15,0.1
499,2,3.36,0.08,34,5.94,3.01,0.8,15,0.1
500,6,4.26,0.53,33,15.64,1.85,0.8,15,0.1
501,7,2.03,0.23,34,5.94,3.01,0.8,15,0.1
502,6,5.49,0.12,39,16.05,1.15,0.8,15,0.1
503,3,4.58,0.21,10,20.32,3.8,0.8,15,0.1
504,4,3.25,0.37,20,19.29,3.81,0.8,15,0.1
505,5,2.65,0.07,1,15.03,1.7,0.8,15,0.1
506,1,2.7,0.14,13,7.25,3.8,0.8,15,0.1
507,5,3.59,0.35,1,15.03,1.7,0.8,15,0.1
508,4,3.22,0.46,5,12.6,2.51,0.8,15,0.1
509,4,4.64,0.12,16,20.89,2.37,0.8,15,0.1
510,4,3.09,0.5,15,13.13,2.15,0.8,15,0.1
511,5,4.11,0.08,28,15.88,2.02,0.8,15,0.1
512,7,3.47,0.18,31,13.68,3.46,0.8,15,0.1
513,4,3.82,0.37,23,11.05,3.69,0.8,15,0.1
514,6,3.22,0.3,17,8.42,1.8,0.8,15,0.1
515,5,4.35,0.55,34,5.94,3.01,0.8,15,0.1
516,4,4.37,0.23,13,7.25,3.8,0.8,15,0.1
517,6,4.05,0.31,14,8.67,1.76,0.8,15,0.1
518,7,4.23,0.53,11,23.95,2.11,0.8,15,0.1
519,3,2.37,0.06,28,15.88,2.02,0.8,15,0.1
520,7,3.89,0.1,32,23.11,1.36,0.8,15,0.1
521,4,5.0,0.11,35,22.26,1.49,0.8,15,0.1
522,5,4.09,0.39,31,13.68,3.46,0.8,15,0.1
523,2,2.26,0.2,17,8.42,1.8,0.8,15,0.1
524,4,3.44,0.39,9,15.84,1.39,0.8,15,0.1
525,2,3.95,0.4,10,20.32,3.8,0.8,15,0.1
526,6,2.59,0.16,8,8.53,3.44,0.8,15,0.1
527,3,1.87,0.16,21,23.25,3.84,0.8,15,0.1
528,1,3.12,0.18,13,7.25,3.8,0.8,15,0.1
529,7,2.61,0.41,5,12.6,2.51,0.8,15,0.1
530,3,3.48,0.28,6,17.1,2.68,0.8,15,0.1
531,4,1.59,0.05,30,22.38,2.99,0.8,15,0.1
532,2,4.18,0.17,31,13.68,3.46,0.8,15,0.1
533,7,2.74,0.65,17,8.42,1.8,0.8,15,0.1
534,2,4.69,0.24,11,23.95,2.11,0.8,15,0.1
535,5,3.17,0.67,20,19.29,3.81,0.8,15,0.1
536,2,3.47,0.17,9,15.84,1.39,0.8,15,0.1
537,5,3.29,0.11,2,13.19,3.34,0.8,15,0.1
538,6,2.67,0.39,37,23.29,1.8,0.8,15,0.1
539,7,6.47,0.19,1,15.03,1.7,0.8,15,0.1
540,7,2.9,0.18,4,23.44,2.78,0.8,15,0.1
541,1,4.73,0.35,36,21.25,3.56,0.8,15,0.1
542,4,2.19,0.41,25,7.2,3.84,0.8,15,0.1
543,5,3.95,0.38,3,20.42,1.68,0.8,15,0.1
544,1,4.07,0.44,9,15.84,1.39,0.8,15,0.1
545,2,3.47,0.23,22,9.89,1.39,0.8,15,0.1
546,2,2.81,0.31,23,11.05,3.69,0.8,15,0.1
547,1,3.18,0.55,12,7.71,2.56,0.8,15,0.1
548,7,3.02,0.52,10,20.32,3.8,0.8,15,0.1
549,2,6.38,0.35,34,5.94,3.01,0.8,15,0.1
550,6,3.47,0.32,10,20.32,3.8,0.8,15,0.1
551,6,4.13,0.48,30,22.38,2.99,0.8,15,0.1
552,1,5.64,0.69,22,9.89,1.39,0.8,15,0.1
553,5,2.45,0.22,6,17.1,2.68,0.8,15,0.1
554,5,3.55,0.42,2,13.19,3.34,0.8,15,0.1
555,1,3.18,0.35,30,22.38,2.99,0.8,15,0.1
556,5,3.4,0.17,2,13.19,3.34,0.8,15,0.1
557,7,3.29,0.02,32,23.11,1.36,0.8,15,0.1
558,7,2.62,0.28,16,20.89,2.37,0.8,15,0.1
559,5,3.73,0.13,12,7.71,2.56,0.8,15,0.1
560,6,2.22,0.14,1,15.03,1.7,0.8,15,0.1
561,5,4.69,0.41,8,8.53,3.44,0.8,15,0.1
562,7,4.25,0.6,13,7.25,3.8,0.8,15,0.1
563,3,2.91,0.25,15,13.13,2.15,0.8,15,0.1
564,4,2.97,0.37,8,8.53,3.44,0.8,15,0.1
565,2,3.83,0.4,10,20.32,3.8,0.8,15,0.1
566,3,2.54,0.51,5,12.6,2.51,0.8,15,0.1
567,5,5.67,0.52,19,17.23,2.7,0.8,15,0.1
568,6,3.93,0.14,38,23.08,1.96,0.8,15,0.1
569,1,3.97,0.53,11,23.95,2.11,0.8,15,0.1
570,5,4.32,0.38,20,19.29,3.81,0.8,15,0.1
571,6,2.8,0.08,20,19.29,3.81,0.8,15,0.1
572,4,4.81,0.31,21,23.25,3.84,0.8,15,0.1
573,5,3.64,0.29,18,15.18,1.44,0.8,15,0.1
574,7,4.64,0.48,10,20.32,3.8,0.8,15,0.1
575,1,3.26,0.42,34,5.94,3.01,0.8,15,0.1
576,6,5.08,0.62,26,13.47,1.03,0.8,15,0.1
577,6,3.98,0.66,30,22.38,2.99,0.8,15,0.1
578,6,6.12,0.77,9,15.84,1.39,0.8,15,0.1
579,4,3.06,0.52,31,13.68,3.46,0.8,15,0.1
580,5,3.75,0.21,4,23.44,2.78,0.8,15,0.1
581,4,2.26,0.1,6,17.1,2.68,0.8,15,0.1
582,2,2.86,0.71,14,8.67,1.76,0.8,15,0.1
583,2,4.24,0.28,4,23.44,2.78,0.8,15,0.1
584,5,4.86,0.31,26,13.47,1.03,0.8,15,0.1
585,7,7.06,0.14,39,16.05,1.15,0.8,15,0.1
586,4,3.38,0.7,17,8.42,1.8,0.8,15,0.1
587,1,2.38,0.39,19,17.23,2.7,0.8,15,0.1
588,6,4.4,0.55,6,17.1,2.68,0.8,15,0.1
589,6,2.15,0.25,29,14.47,2.84,0.8,15,0.1
590,5,4.18,0.59,11,23.95,2.11,0.8,15,0.1
591,7,2.9,0.15,16,20.89,2.37,0.8,15,0.1
592,2,3.75,0.07,30,22.38,2.99,0.8,15,0.1
593,2,4.81,0.34,25,7.2,3.84,0.8,15,0.1
594,6,3.37,0.18,40,5.88,3.16,0.8,15,0.1
595,5,4.62,0.32,11,23.95,2.11,0.8,15,0.1
596,4,4.55,0.4,7,14.73,2.51,0.8,15,0.1
597,2,1.26,0.19,26,13.47,1.03,0.8,15,0.1
598,4,2.42,0.18,22,9.89,1.39,0.8,15,0.1
599,7,1.63,0.31,25,7.2,3.84,0.8,15,0.1
600,2,5.9,0.33,19,17.23,2.7,0.8,15,0.1
601,2,3.37,0.28,31,13.68,3.46,0.8,15,0.1
602,3,5.64,0.42,26,13.47,1.03,0.8,15,0.1
603,2,1.54,0.44,36,21.25,3.56,0.8,15,0.1
604,1,2.81,0.38,23,11.05,3.69,0.8,15,0.1
605,5,4.46,0.19,13,7.25,3.8,0.8,15,0.1
606,5,3.72,0.55,25,7.2,3.84,0.8,15,0.1
607,4,4.14,0.13,2,13.19,3.34,0.8,15,0.1
608,7,2.0,0.26,2,13.19,3.34,0.8,15,0.1
609,2,5.15,0.16,16,20.89,2.37,0.8,15,0.1
610,1,4.43,0.16,9,15.84,1.39,0.8,15,0.1
611,4,3.98,0.07,28,15.88,2.02,0.8,15,0.1
612,3,2.68,0.12,13,7.25,3.8,0.8,15,0.1
613,4,3.89,0.22,35,22.26,1.49,0.8,15,0.1
614,4,3.15,0.44,13,7.25,3.8,0.8,15,0.1
615,2,1.52,0.28,31,13.68,3.46,0.8,15,0.1
616,3,3.44,0.13,21,23.25,3.84,0.8,15,0.1
617,4,3.31,0.35,32,23.11,1.36,0.8,15,0.1
618,1,4.77,0.15,34,5.94,3.01,0.8,15,0.1
619,1,0.82,0.29,8,8.53,3.44,0.8,15,0.1
620,5,3.78,0.25,2,13.19,3.34,0.8,15,0.1
621,3,2.11,0.26,38,23.08,1.96,0.8,15,0.1
622,3,3.88,0.26,32,23.11,1.36,0.8,15,0.1
623,5,3.95,0.5,40,5.88,3.16,0.8,15,0.1
624,4,3.4,0.29,28,15.88,2.02,0.8,15,0.1
625,3,4.47,0.16,37,23.29,1.8,0.8,15,0.1
626,1,2.01,0.19,1,15.03,1.7,0.8,15,0.1
627,1,4.83,0.36,10,20.32,3.8,0.8,15,0.1
628,2,2.65,0.52,4,23.44,2.78,0.8,15,0.1
629,3,1.63,0.07,35,22.26,1.49,0.8,15,0.1
630,4,3.17,0.16,10,20.32,3.8,0.8,15,0.1
631,5,0.99,0.26,11,23.95,2.11,0.8,15,0.1
632,5,3.81,0.1,14,8.67,1.76,0.8,15,0.1
633,4,3.19,0.27,38,23.08,1.96,0.8,15,0.1
634,7,4.98,0.31,12,7.71,2.56,0.8,15,0.1
635,6,4.28,0.38,17,8.42,1.8,0.8,15,0.1
636,2,1.83,0.4,16,20.89,2.37,0.8,15,0.1
637,5,2.49,0.29,35,22.26,1.49,0.8,15,0.1
638,3,4.12,0.61,2,13.19,3.34,0.8,15,0.1
639,2,4.52,0.14,11,23.95,2.11,0.8,15,0.1
640,3,4.97,0.51,3,20.42,1.68,0.8,15,0.1
641,7,4.96,0.37,29,14.47,2.84,0.8,15,0.1
642,1,3.39,0.1,18,15.18,1.44,0.8,15,0.1
643,2,3.94,0.17,20,19.29,3.81,0.8,15,0.1
644,5,5.06,0.46,14,8.67,1.76,0.8,15,0.1
645,2,3.14,0.44,34,5.94,3.01,0.8,15,0.1
646,2,3.96,0.18,31,13.68,3.46,0.8,15,0.1
647,2,3.11,0.19,40,5.88,3.16,0.8,15,0.1
648,6,2.84,0.19,18,15.18,1.44,0.8,15,0.1
649,2,3.56,0.39,30,22.38,2.99,0.8,15,0.1
650,3,2.67,0.22,25,7.2,3.84,0.8,15,0.1
651,1,3.34,0.49,19,17.23,2.7,0.8,15,0.1
652,7,2.26,0.24,8,8.53,3.44,0.8,15,0.1
653,4,3.27,0.71,28,15.88,2.02,0.8,15,0.1
654,2,4.04,0.27,8,8.53,3.44,0.8,15,0.1
655,5,2.79,0.26,31,13.68,3.46,0.8,15,0.1
656,2,3.51,0.3,3,20.42,1.68,0.8,15,0.1
657,5,3.67,0.21,3,20.42,1.68,0.8,15,0.1
658,3,4.04,0.36,22,9.89,1.39,0.8,15,0.1
659,5,3.34,0.53,17,8.42,1.8,0.8,15,0.1
660,4,4.8,0.23,36,21.25,3.56,0.8,15,0.1
661,1,0.98,0.23,17,8.42,1.8,0.8,15,0.1
662,5,7.03,0.16,14,8.67,1.76,0.8,15,0.1
663,5,2.45,0.44,9,15.84,1.39,0.8,15,0.1
664,1,3.98,0.25,30,22.38,2.99,0.8,15,0.1
665,4,2.37,0.29,21,23.25,3.84,0.8,15,0.1
666,2,4.27,0.16,12,7.71,2.56,0.8,15,0.1
667,5,3.83,0.16,37,23.29,1.8,0.8,15,0.1
668,1,2.72,0.07,32,23.11,1.36,0.8,15,0.1
669,3,4.79,0.31,11,23.95,2.11,0.8,15,0.1
670,1,3.3,0.21,20,19.29,3.81,0.8,15,0.1
671,3,4.16,0.12,35,22.26,1.49,0.8,15,0.1
672,4,2.4,0.46,11,23.95,2.11,0.8,15,0.1
673,2,3.46,0.27,8,8.53,3.44,0.8,15,0.1
674,1,5.9,0.18,4,23.44,2.78,0.8,15,0.1
675,7,4.66,0.34,27,13.85,1.14,0.8,15,0.1
676,7,3.87,0.42,40,5.88,3.16,0.8,15,0.1
677,6,2.96,0.18,38,23.08,1.96,0.8,15,0.1
678,5,3.58,0.11,30,22.38,2.99,0.8,15,0.1
679,4,3.74,0.23,27,13.85,1.14,0.8,15,0.1
680,1,4.04,0.22,21,23.25,3.84,0.8,15,0.1
681,7,2.21,0.39,20,19.29,3.81,0.8,15,0.1
682,5,4.3,0.5,4,23.44,2.78,0.8,15,0.1
683,7,2.19,0.68,11,23.95,2.11,0.8,15,0.1
684,1,5.46,0.41,13,7.25,3.8,0.8,15,0.1
685,3,2.57,0.2,9,15.84,1.39,0.8,15,0.1
686,1,3.86,0.02,4,23.44,2.78,0.8,15,0.1
687,6,4.71,0.32,12,7.71,2.56,0.8,15,0.1
688,1,3.2,0.09,9,15.84,1.39,0.8,15,0.1
689,1,3.91,0.35,13,7.25,3.8,0.8,15,0.1
690,6,5.22,0.3,26,13.47,1.03,0.8,15,0.1
691,4,4.18,0.12,38,23.08,1.96,0.8,15,0.1
692,1,3.93,0.24,13,7.25,3.8,0.8,15,0.1
693,6,1.48,0.37,39,16.05,1.15,0.8,15,0.1
694,5,2.38,0.35,28,15.88,2.02,0.8,15,0.1
695,3,4.76,0.28,19,17.23,2.7,0.8,15,0.1
696,3,4.18,0.04,24,24.44,3.58,0.8,15,0.1
697,1,4.37,0.45,19,17.23,2.7,0.8,15,0.1
698,4,4.26,0.33,13,7.25,3.8,0.8,15,0.1
699,4,5.05,0.26,13,7.25,3.8,0.8,15,0.1
700,5,3.19,0.31,28,15.88,2.02,0.8,15,0.1
701,1,3.64,0.2,2,13.19,3.34,0.8,15,0.1
702,3,2.27,0.75,10,20.32,3.8,0.8,15,0.1
703,4,1.97,0.37,22,9.89,1.39,0.8,15,0.1
704,1,1.53,0.43,13,7.25,3.8,0.8,15,0.1
705,7,2.44,0.49,9,15.84,1.39,0.8,15,0.1
706,4,5.36,0.16,33,15.64,1.85,0.8,15,0.1
707,6,1.64,0.11,14,8.67,1.76,0.8,15,0.1
708,7,3.14,0.24,20,19.29,3.81,0.8,15,0.1
709,4,1.95,0.56,15,13.13,2.15,0.8,15,0.1
710,3,2.78,0.16,32,23.11,1.36,0.8,15,0.1
711,2,3.7,0.21,33,15.64,1.85,0.8,15,0.1
712,7,2.66,0.35,17,8.42,1.8,0.8,15,0.1
713,5,4.81,0.47,24,24.44,3.58,0.8,15,0.1
714,5,5.34,0.31,30,22.38,2.99,0.8,15,0.1
715,3,0.8,0.17,13,7.25,3.8,0.8,15,0.1
716,4,2.68,0.33,16,20.89,2.37,0.8,15,0.1
717,1,3.57,0.22,2,13.19,3.34,0.8,15,0.1
718,4,4.85,0.07,17,8.42,1.8,0.8,15,0.1
719,3,2.95,0.21,32,23.11,1.36,0.8,15,0.1
720,5,3.48,0.4,8,8.53,3.44,0.8,15,0.1
721,4,2.11,0.26,3,20.42,1.68,0.8,15,0.1
722,5,1.66,0.13,12,7.71,2.56,0.8,15,0.1
723,7,5.23,0.68,20,19.29,3.81,0.8,15,0.1
724,1,1.31,0.22,16,20.89,2.37,0.8,15,0.1
725,7,6.29,0.11,14,8.67,1.76,0.8,15,0.1
726,5,4.37,0.23,16,20.89,2.37,0.8,15,0.1
727,5,4.32,0.27,33,15.64,1.85,0.8,15,0.1
728,2,4.19,0.14,30,22.38,2.99,0.8,15,0.1
729,2,3.2,0.27,12,7.71,2.56,0.8,15,0.1
730,7,3.97,0.25,15,13.13,2.15,0.8,15,0.1
731,6,3.27,0.21,18,15.18,1.44,0.8,15,0.1
732,7,4.16,0.27,28,15.88,2.02,0.8,15,0.1
733,2,3.46,0.18,23,11.05,3.69,0.8,15,0.1
734,5,2.36,0.25,14,8.67,1.76,0.8,15,0.1
735,3,2.46,0.23,30,22.38,2.99,0.8,15,0.1
736,7,2.32,0.29,33,15.64,1.85,0.8,15,0.1
737,5,4.67,0.21,15,13.13,2.15,0.8,15,0.1
738,3,2.76,0.51,7,14.73,2.51,0.8,15,0.1
739,3,1.21,0.26,15,13.13,2.15,0.8,15,0.1
740,2,3.98,0.05,38,23.08,1.96,0.8,15,0.1
741,7,5.32,0.27,11,23.95,2.11,0.8,15,0.1
742,4,4.43,0.23,29,14.47,2.84,0.8,15,0.1
743,1,2.78,0.41,31,13.68,3.46,0.8,15,0.1
744,2,1.6,0.65,25,7.2,3.84,0.8,15,0.1
745,2,3.34,0.21,24,24.44,3.58,0.8,15,0.1
746,4,3.31,0.66,19,17.23,2.7,0.8,15,0.1
747,1,2.34,0.42,2,13.19,3.34,0.8,15,0.1
748,5,4.16,0.25,22,9.89,1.39,0.8,15,0.1
749,6,5.72,0.28,20,19.29,3.81,0.8,15,0.1
750,7,3.77,0.56,33,15.64,1.85,0.8,15,0.1
751,6,3.69,0.39,8,8.53,3.44,0.8,15,0.1
752,5,2.38,0.19,25,7.2,3.84,0.8,15,0.1
753,2,5.18,0.44,9,15.84,1.39,0.8,15,0.1
754,1,3.41,0.38,34,5.94,3.01,0.8,15,0.1
755,2,2.81,0.36,23,11.05,3.69,0.8,15,0.1
756,3,3.58,0.42,5,12.6,2.51,0.8,15,0.1
757,2,4.07,0.12,25,7.2,3.84,0.8,15,0.1
758,2,3.67,0.32,8,8.53,3.44,0.8,15,0.1
759,5,4.95,0.18,16,20.89,2.37,0.8,15,0.1
760,5,3.96,0.51,15,13.13,2.15,0.8,15,0.1
761,5,3.16,0.39,1,15.03,1.7,0.8,15,0.1
762,6,3.98,0.45,22,9.89,1.39,0.8,15,0.1
763,3,4.1,0.5,3,20.42,1.68,0.8,15,0.1
764,5,1.94,0.29,38,23.08,1.96,0.8,15,0.1
765,1,4.88,0.36,14,8.67,1.76,0.8,15,0.1
766,6,3.14,0.19,36,21.25,3.56,0.8,15,0.1
767,4,3.17,0.23,18,15.18,1.44,0.8,15,0.1
768,1,4.4,0.35,18,15.18,1.44,0.8,15,0.1
769,7,4.4,0.24,3,20.42,1.68,0.8,15,0.1
770,7,2.66,0.41,10,20.32,3.8,0.8,15,0.1
771,1,4.46,0.25,39,16.05,1.15,0.8,15,0.1
772,5,2.83,0.04,1,15.03,1.7,0.8,15,0.1
773,4,5.68,0.56,27,13.85,1.14,0.8,15,0.1
774,4,2.51,0.13,27,13.85,1.14,0.8,15,0.1
775,6,3.79,0.4,11,23.95,2.11,0.8,15,0.1
776,4,2.56,0.17,5,12.6,2.51,0.8,15,0.1
777,7,6.17,0.17,7,14.73,2.51,0.8,15,0.1
778,3,2.01,0.26,19,17.23,2.7,0.8,15,0.1
779,5,4.13,0.06,29,14.47,2.84,0.8,15,0.1
780,4,2.62,0.52,15,13.13,2.15,0.8,15,0.1
781,6,3.08,0.12,35,22.26,1.49,0.8,15,0.1
782,7,4.04,0.16,37,23.29,1.8,0.8,15,0.1
783,3,4.97,0.07,12,7.71,2.56,0.8,15,0.1
784,2,5.45,0.1,30,22.38,2.99,0.8,15,0.1
785,2,1.66,0.24,20,19.29,3.81,0.8,15,0.1
786,3,3.82,0.38,37,23.29,1.8,0.8,15,0.1
787,7,5.25,0.51,3,20.42,1.68,0.8,15,0.1
788,6,1.48,0.13,9,15.84,1.39,0.8,15,0.1
789,3,3.88,0.09,39,16.05,1.15,0.8,15,0.1
790,5,3.5,0.14,26,13.47,1.03,0.8,15,0.1
791,5,4.0,0.38,2,13.19,3.34,0.8,15,0.1
792,2,2.57,0.13,23,11.05,3.69,0.8,15,0.1
793,4,1.78,0.32,23,11.05,3.69,0.8,15,0.1
794,6,1.2,0.44,21,23.25,3.84,0.8,15,0.1
795,2,4.67,0.1,16,20.89,2.37,0.8,15,0.1
796,4,4.82,0.13,9,15.84,1.39,0.8,15,0.1
797,4,3.86,0.32,13,7.25,3.8,0.8,15,0.1
798,5,2.86,0.46,28,15.88,2.02,0.8,15,0.1
799,7,1.55,0.4,27,13.85,1.14,0.8,15,0.1
800,1,4.18,0.04,17,8.42,1.8,0.8,15,0.1
801,7,2.18,0.81,38,23.08,1.96,0.8,15,0.1
802,1,2.65,0.38,36,21.25,3.56,0.8,15,0.1
803,3,2.8,0.19,1,15.03,1.7,0.8,15,0.1
804,5,3.26,0.36,18,15.18,1.44,0.8,15,0.1
805,4,2.59,0.17,9,15.84,1.39,0.8,15,0.1
806,6,3.54,0.4,13,7.25,3.8,0.8,15,0.1
807,1,2.75,0.19,40,5.88,3.16,0.8,15,0.1
808,7,4.34,0.06,15,13.13,2.15,0.8,15,0.1
809,4,4.74,0.32,4,23.44,2.78,0.8,15,0.1
810,1,3.63,0.33,33,15.64,1.85,0.8,15,0.1
811,1,4.06,0.36,24,24.44,3.58,0.8,15,0.1
812,1,6.04,0.12,36,21.25,3.56,0.8,15,0.1
813,6,2.09,0.42,10,20.32,3.8,0.8,15,0.1
814,5,2.02,0.37,36,21.25,3.56,0.8,15,0.1
815,6,4.33,0.18,20,19.29,3.81,0.8,15,0.1
816,2,5.84,0.23,11,23.95,2.11,0.8,15,0.1
817,4,3.19,0.53,12,7.71,2.56,0.8,15,0.1
818,5,5.57,0.29,18,15.18,1.44,0.8,15,0.1
819,5,3.62,0.45,30,22.38,2.99,0.8,15,0.1
820,5,2.68,0.33,37,23.29,1.8,0.8,15,0.1
821,7,2.31,0.56,20,19.29,3.81,0.8,15,0.1
822,5,4.26,0.31,25,7.2,3.84,0.8,15,0.1
823,6,2.4,0.44,12,7.71,2.56,0.8,15,0.1
824,5,3.6,0.29,21,23.25,3.84,0.8,15,0.1
825,3,5.4,0.31,25,7.2,3.84,0.8,15,0.1
826,4,3.13,0.31,11,23.95,2.11,0.8,15,0.1
827,5,5.08,0.08,9,15.84,1.39,0.8,15,0.1
828,4,2.04,0.42,25,7.2,3.84,0.8,15,0.1
829,3,2.86,0.26,35,22.26,1.49,0.8,15,0.1
830,3,1.81,0.19,32,23.11,1.36,0.8,15,0.1
831,4,3.59,0.12,14,8.67,1.76,0.8,15,0.1
832,1,4.44,0.04,1,15.03,1.7,0.8,15,0.1
833,2,3.59,0.61,17,8.42,1.8,0.8,15,0.1
834,7,4.97,0.32,25,7.2,3.84,0.8,15,0.1
835,1,2.6,0.24,8,8.53,3.44,0.8,15,0.1
836,1,3.77,0.19,5,12.6,2.51,0.8,15,0.1
837,6,2.87,0.38,5,12.6,2.51,0.8,15,0.1
838,7,3.93,0.31,35,22.26,1.49,0.8,15,0.1
839,7,4.1,0.21,19,17.23,2.7,0.8,15,0.1
840,1,4.2,0.11,23,11.05,3.69,0.8,15,0.1
841,5,2.22,0.26,9,15.84,1.39,0.8,15,0.1
842,6,2.43,0.66,30,22.38,2.99,0.8,15,0.1
843,6,2.65,0.24,16,20.89,2.37,0.8,15,0.1
844,3,3.21,0.32,33,15.64,1.85,0.8,15,0.1
845,7,3.6,0.19,2,13.19,3.34,0.8,15,0.1
846,1,4.35,0.37,14,8.67,1.76,0.8,15,0.1
847,3,2.48,0.22,1,15.03,1.7,0.8,15,0.1
848,4,1.58,0.17,26,13.47,1.03,0.8,15,0.1
849,2,6.09,0.51,25,7.2,3.84,0.8,15,0.1
850,6,2.14,0.09,16,20.89,2.37,0.8,15,0.1
851,4,4.5,0.63,15,13.13,2.15,0.8,15,0.1
852,4,3.54,0.28,26,13.47,1.03,0.8,15,0.1
853,5,3.8,0.42,16,20.89,2.37,0.8,15,0.1
854,2,3.5,0.31,14,8.67,1.76,0.8,15,0.1
855,4,3.04,0.09,29,14.47,2.84,0.8,15,0.1
856,4,4.06,0.27,24,24.44,3.58,0.8,15,0.1
857,2,2.97,0.15,15,13.13,2.15,0.8,15,0.1
858,2,4.9,0.29,19,17.23,2.7,0.8,15,0.1
859,4,4.18,0.27,8,8.53,3.44,0.8,15,0.1
860,2,4.22,0.09,34,5.94,3.01,0.8,15,0.1
861,4,2.89,0.66,2,13.19,3.34,0.8,15,0.1
862,4,3.22,0.52,27,13.85,1.14,0.8,15,0.1
863,5,2.07,0.19,10,20.32,3.8,0.8,15,0.1
864,1,3.08,0.23,35,22.26,1.49,0.8,15,0.1
865,4,2.26,0.2,23,11.05,3.69,0.8,15,0.1
866,3,5.08,0.26,8,8.53,3.44,0.8,15,0.1
867,6,3.56,0.13,28,15.88,2.02,0.8,15,0.1
